County,FACILITY NAME,COUNTY,FACILITY ID,AVAILABLE BEDS,AVAILABLE BEDS CAPABLE OF ISOLATION,NEW CONFIRMED POSITIVE RESIDENTS ,CURRENT ACTIVE CASES RESIDENTS ,CUMULATIVE POSITIVE RESIDENTS ,COVID-RELATED RESIDENT DEATHS,NEW CONFIRMED POSITIVE HCW   ,CURRENT ACTIVE HCW,CUMULATIVE POSITIVE HCW ,COVID-RELATED HCW DEATHS 
Los Angeles,PACIFICA HOSPITAL OF THE VALLEY D/P SNF,LOS ANGELES,930000611,26,20,0,0,67,<11,0,0,69,0
Los Angeles,PALAZZO POST ACUTE,LOS ANGELES,970000058,12,3,0,0,65,0,0,0,66,<11
Los Angeles,PALOS VERDES HEALTH CARE CENTER,LOS ANGELES,910000068,11,2,0,0,21,<11,0,<11,23,0
Los Angeles,PANORAMA GARDENS NURSING AND REHABILITATION CENTER,LOS ANGELES,920000054,13,9,0,0,185,24,0,0,82,0
Los Angeles,PARAMOUNT CONVALESCENT HOSPITAL,LOS ANGELES,940000091,4,6,0,0,51,14,0,0,52,0
Los Angeles,PARK AVENUE HEALTHCARE & WELLNESS CENTER,LOS ANGELES,950000081,40,15,0,0,199,13,0,0,185,0
Los Angeles,PARK REGENCY CARE CENTER,LOS ANGELES,60000978,2,2,0,0,124,34,0,0,113,<11
Los Angeles,PARKWEST HEALTHCARE CENTER,LOS ANGELES,920000064,14,4,0,0,86,12,0,0,66,0
Los Angeles,"PASADENA CARE CENTER, LLC",LOS ANGELES,970000188,48,6,0,0,50,12,0,0,46,0
Los Angeles,PASADENA GROVE HEALTH CENTER,LOS ANGELES,970000161,16,2,0,0,72,<11,0,0,64,0
Los Angeles,PASADENA PARK HEALTHCARE AND WELLNESS CENTER,LOS ANGELES,970000184,23,8,0,0,67,12,0,0,95,0
Los Angeles,PENN MAR THERAPEUTIC CENTER,LOS ANGELES,950000083,4,2,0,0,35,0,0,0,36,0
Los Angeles,PICO RIVERA HEALTHCARE CENTER,LOS ANGELES,940000079,15,0,0,0,98,<11,0,<11,62,0
Los Angeles,PILGRIM PLACE HEALTH SERVICES CENTER,LOS ANGELES,950000084,20,7,0,0,<11,<11,0,<11,58,0
Los Angeles,"PINE GROVE HEALTHCARE & WELLNESS CENTRE, LP",LOS ANGELES,950000057,17,1,0,0,68,12,0,0,27,0
Los Angeles,PLAYA DEL REY CENTER,LOS ANGELES,910000069,13,5,0,0,21,11,0,0,43,0
Los Angeles,POMONA VISTA CARE CENTER,LOS ANGELES,950000041,0,0,0,0,42,<11,0,0,43,0
Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL D/P SNF,LOS ANGELES,930001577,9,35,0,0,48,0,0,<11,68,0
Los Angeles,PRIMROSE POST-ACUTE,LOS ANGELES,910000022,10,6,0,37,85,<11,0,0,47,0
Los Angeles,PROVIDENCE HOLY CROSS MEDICAL CENTER D/P SNF,LOS ANGELES,930000681,8,0,0,0,<11,0,0,0,94,0
Los Angeles,PROVIDENCE LITTLE COMPANY OF MARY SUBACUTE CARE CENTER,LOS ANGELES,930000436,29,2,0,0,21,<11,0,<11,172,0
Los Angeles,PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER,LOS ANGELES,930000773,70,8,0,0,51,<11,0,<11,61,<11
Los Angeles,PROVIDENCE ST. ELIZABETH CARE CENTER,LOS ANGELES,920000074,14,1,0,0,28,0,0,<11,62,0
Los Angeles,RAMONA NURSING & REHABILITATION CENTER,LOS ANGELES,950000007,24,5,0,0,165,29,0,0,133,<11
Los Angeles,REGENCY OAKS POST ACUTE CARE CENTER,LOS ANGELES,940000023,32,1,<11,<11,11,0,0,<11,73,0
Los Angeles,RINALDI CONVALESCENT HOSPITAL,LOS ANGELES,920000088,5,3,0,0,95,71,0,<11,97,0
Los Angeles,RIO HONDO SUBACUTE & NURSING CENTER,LOS ANGELES,940000094,24,4,0,0,150,<11,0,<11,129,<11
Los Angeles,RIVIERA HEALTHCARE CENTER,LOS ANGELES,940000095,28,5,0,0,141,21,0,0,89,0
Los Angeles,ROSE GARDEN HEALTHCARE CENTER,LOS ANGELES,970000165,46,13,0,0,43,12,0,0,71,0
Los Angeles,ROSE VILLA HEALTHCARE CENTER,LOS ANGELES,940000014,5,5,0,<11,22,0,0,0,52,0
Los Angeles,ROSECRANS CARE CENTER,LOS ANGELES,910000003,22,0,0,0,41,<11,0,0,42,0
Los Angeles,ROYAL CARE SKILLED NURSING CENTER,LOS ANGELES,940000096,35,6,0,0,68,<11,0,0,46,0
Los Angeles,ROYAL GARDENS HEALTHCARE,LOS ANGELES,950000104,11,4,0,0,35,<11,<11,<11,67,0
Los Angeles,ROYAL OAKS MANOR - BRADBURY OAKS,LOS ANGELES,950000260,11,0,0,0,27,<11,0,0,20,0
Los Angeles,ROYAL PALMS POST ACUTE,LOS ANGELES,920000019,40,10,0,<11,130,13,0,<11,122,0
Los Angeles,ROYAL TERRACE HEALTH CARE,LOS ANGELES,950000060,16,42,0,0,69,<11,0,0,60,0
Los Angeles,ROYAL VISTA CARE CENTER,LOS ANGELES,950000019,15,0,0,0,43,11,0,0,31,<11
Los Angeles,SAINT FRANCIS MEDICAL CENTER D/P SNF,LOS ANGELES,930000557,30,0,0,0,<11,0,0,0,<11,0
Los Angeles,SAINT VINCENT HEALTHCARE,LOS ANGELES,970000167,18,4,0,0,49,<11,0,<11,58,<11
Los Angeles,SAN GABRIEL CONVALESCENT CENTER,LOS ANGELES,950000003,37,1,0,0,89,20,0,<11,88,0
Los Angeles,SAN GABRIEL VALLEY MEDICAL CENTER D/P SNF,LOS ANGELES,930000564,13,0,0,0,<11,0,0,0,44,0
Los Angeles,SAN MARINO MANOR,LOS ANGELES,950000026,12,10,0,0,34,<11,0,0,34,0
Los Angeles,SANTA ANITA CONVALESCENT HOSPITAL,LOS ANGELES,950000085,138,134,0,<11,197,65,0,<11,121,<11
Los Angeles,SANTA CLARITA POST-ACUTE CARE CENTER,LOS ANGELES,920000053,30,10,0,0,51,17,0,<11,81,0
Los Angeles,SANTA FE HEIGHTS HEALTHCARE CENTER LLC,LOS ANGELES,940000037,11,3,0,0,108,<11,0,<11,117,<11
Los Angeles,SANTA FE LODGE,LOS ANGELES,950000027,2,1,0,0,27,<11,0,0,24,0
Los Angeles,SANTA MONICA HEALTH CARE CENTER,LOS ANGELES,910000074,17,6,0,0,46,<11,0,0,44,0
Los Angeles,SANTA TERESITA MANOR,LOS ANGELES,950000279,37,7,0,0,29,<11,0,0,109,0
Los Angeles,SEACREST POST-ACUTE CARE CENTER,LOS ANGELES,910000077,41,8,0,<11,69,<11,0,0,51,0
Los Angeles,SERENTO CASA,LOS ANGELES,950000277,28,2,0,0,<11,<11,0,0,24,0
Los Angeles,SHARON CARE CENTER,LOS ANGELES,910000330,14,8,0,0,92,13,0,0,89,0
Los Angeles,SHERMAN OAKS  HEALTH & REHABILITATION CENTER,LOS ANGELES,920000066,16,3,0,0,114,21,0,0,83,0
Los Angeles,SHERMAN OAKS HOSPITAL,LOS ANGELES,930001552,2,0,0,0,<11,0,0,0,32,0
Los Angeles,SHERMAN VILLAGE HEALTHCARE CENTER,LOS ANGELES,920000008,6,2,0,0,59,15,0,<11,162,0
Los Angeles,SHORELINE HEALTHCARE CENTER,LOS ANGELES,940000042,22,2,0,0,82,11,0,0,48,0
Los Angeles,SIERRA VIEW CARE CENTER,LOS ANGELES,950000018,7,8,0,0,106,29,0,0,94,0
Los Angeles,SKYLINE HEALTHCARE CENTER-LOS ANGELES,LOS ANGELES,970000097,36,5,0,0,63,<11,0,0,66,0
Los Angeles,SOCAL POST-ACUTE CARE,LOS ANGELES,940000117,14,0,0,<11,67,<11,0,0,60,0
Los Angeles,SOLHEIM SENIOR COMMUNITY,LOS ANGELES,970000099,15,40,0,0,49,17,0,0,58,0
Los Angeles,SOUTH PASADENA CARE CENTER,LOS ANGELES,970000077,42,1,0,0,129,16,0,0,107,0
Los Angeles,SOUTHERN CALIFORNIA HOSPITAL,LOS ANGELES,930000802,6,0,0,0,<11,0,0,0,<11,0
Los Angeles,SOUTHLAND,LOS ANGELES,940000070,13,13,0,0,117,12,0,0,111,0
Los Angeles,ST. ANDREWS HEALTHCARE,LOS ANGELES,970000052,20,4,0,<11,63,<11,0,<11,69,0
Los Angeles,ST. JOHN OF GOD RETIREMENT AND CARE CENTER,LOS ANGELES,970000043,28,2,0,0,56,11,0,0,111,0
Los Angeles,STONEY POINT HEALTHCARE CENTER,LOS ANGELES,920000092,13,6,0,0,117,21,0,0,114,0
Los Angeles,STUDIO CITY REHABILITATION CENTER,LOS ANGELES,920000075,19,3,0,0,89,<11,0,0,142,<11
Los Angeles,SUNNY VILLAGE CARE CENTER,LOS ANGELES,950000061,27,0,<11,<11,50,13,<11,<11,38,0
Los Angeles,SUNNYSIDE NURSING CENTER,LOS ANGELES,910000084,108,108,0,0,161,21,0,0,217,<11
Los Angeles,SUNNYVIEW CARE CENTER,LOS ANGELES,970000017,7,3,0,<11,78,23,0,0,39,<11
Los Angeles,SUNRAY HEALTHCARE CENTER,LOS ANGELES,970000046,13,13,0,0,61,23,0,0,44,<11
Los Angeles,SUNSET MANOR CONVALESCENT HOSPITAL,LOS ANGELES,950000105,12,9,0,0,42,<11,0,0,99,0
Los Angeles,SUNSET PARK HEALTHCARE,LOS ANGELES,910000076,7,1,0,0,46,<11,0,0,52,0
Los Angeles,SYLMAR HEALTH AND REHABILITATION CENTER,LOS ANGELES,920000289,3,3,0,0,202,<11,0,0,162,0
Los Angeles,TARZANA HEALTH AND REHABILITATION CENTER,LOS ANGELES,920000067,70,8,0,0,148,18,0,0,120,<11
Los Angeles,TEMPLE CITY HEALTHCARE,LOS ANGELES,950000107,10,2,0,0,40,<11,0,0,45,0
Los Angeles,TEMPLE PARK CONVALESCENT HOSPITAL,LOS ANGELES,970000149,22,3,0,0,87,<11,0,<11,67,<11
Los Angeles,THE CALIFORNIAN - PASADENA CONVALESCENT HOSPITAL,LOS ANGELES,970000066,50,6,0,0,31,<11,0,0,61,0
Los Angeles,THE CANTERBURY,LOS ANGELES,910000021,14,14,0,0,19,<11,0,0,25,0
Los Angeles,"THE CARE CENTER ON HAZELTINE, LLC",LOS ANGELES,920000069,2,0,0,0,59,0,0,0,59,0
Los Angeles,THE EARLWOOD,LOS ANGELES,910000036,13,0,0,0,64,29,<11,<11,76,0
Los Angeles,THE ELLISON JOHN TRANSITIONAL CARE CENTER,LOS ANGELES,630016910,37,3,0,0,60,<11,0,<11,122,0
Los Angeles,THE GARDENS OF EL MONTE,LOS ANGELES,950000063,6,0,0,0,35,16,0,0,71,0
Los Angeles,THE GROVE POST-ACUTE CARE CENTER,LOS ANGELES,920000003,17,0,0,0,64,15,0,0,50,0
Los Angeles,THE HILLS HEALTHCARE CENTER,LOS ANGELES,920000030,1,2,0,0,43,<11,0,0,41,<11
Los Angeles,THE MEADOWS POST ACUTE,LOS ANGELES,920000056,6,0,0,0,112,23,0,<11,77,<11
Los Angeles,THE ORCHARD - POST ACUTE CARE,LOS ANGELES,940000015,22,22,0,0,186,25,0,0,121,0
Los Angeles,THE REHABILITATION CENTER OF SANTA MONICA,LOS ANGELES,910000336,28,5,0,0,76,15,0,0,63,0
Los Angeles,THE REHABILITATION CENTRE OF BEVERLY HILLS,LOS ANGELES,910000312,54,54,0,0,101,13,0,<11,157,<11
Los Angeles,THE ROWLAND,LOS ANGELES,950000013,49,13,0,0,71,14,0,0,36,0
Los Angeles,TOPANGA TERRACE,LOS ANGELES,920000091,16,8,0,0,69,<11,0,0,96,0
Los Angeles,"TORRANCE CARE CENTER WEST, INC.",LOS ANGELES,910000091,8,3,0,0,133,16,0,<11,78,<11
Los Angeles,TORRANCE MEMORIAL MEDICAL CENTER D/P SNF,LOS ANGELES,930001463,20,0,0,0,<11,0,<11,<11,49,0
Los Angeles,TOTALLY KIDS SPECIALTY HEALTHCARE-SUN VALLEY,LOS ANGELES,920000312,6,25,0,0,0,0,0,0,44,0
Los Angeles,"TWO PALMS NURSING CENTER, INC.",LOS ANGELES,970000176,29,2,0,0,42,<11,0,0,26,<11
Los Angeles,UNIVERSITY PARK HEALTHCARE CENTER,LOS ANGELES,970000135,13,9,0,0,90,<11,0,0,54,0
Los Angeles,USC VERDUGO HILLS HOSPITAL D/P SNF,LOS ANGELES,930001154,0,0,0,0,0,0,0,0,0,0
Los Angeles,VALLEY PALMS CARE CENTER,LOS ANGELES,920000057,8,2,0,0,91,<11,0,0,71,0
Los Angeles,VALLEY VIEW POST ACUTE,LOS ANGELES,950000029,9,9,0,0,67,22,0,0,42,<11
Los Angeles,VALLEY VILLAGE CARE CENTER,LOS ANGELES,920000058,2,2,0,0,124,<11,0,0,79,0
Los Angeles,VALLEY VISTA NURSING AND TRANSITIONAL CARE LLC,LOS ANGELES,920000076,18,1,0,0,100,<11,0,0,78,0
Los Angeles,VERMONT HEALTHCARE CENTER,LOS ANGELES,910000016,94,5,0,0,78,29,0,<11,131,0
Los Angeles,VERNON HEALTHCARE CENTER,LOS ANGELES,970000050,9,9,0,0,94,<11,0,0,90,0
Los Angeles,VETERANS HOME OF CALIFORNIA - WEST LOS ANGELES,LOS ANGELES,630013558,103,103,0,0,100,11,0,<11,303,0
Los Angeles,VICTORIA CARE CENTER,LOS ANGELES,950000077,10,0,0,0,60,<11,0,0,60,0
Los Angeles,VIEW HEIGHTS CONVALESCENT HOSPITAL,LOS ANGELES,940000025,30,0,0,0,159,0,0,0,104,<11
Los Angeles,VIEW PARK CONVALESCENT CENTER,LOS ANGELES,970000009,26,6,0,0,88,20,0,0,79,0
Los Angeles,VILLA DEL RIO,LOS ANGELES,940000040,7,1,0,0,55,<11,0,0,51,0
Los Angeles,VILLA DEL RIO GARDENS,LOS ANGELES,940000041,5,2,0,0,34,<11,0,0,32,0
Los Angeles,VILLA ELENA HEALTHCARE CENTER,LOS ANGELES,940000071,46,5,0,0,48,12,0,<11,38,0
Los Angeles,VILLA GARDENS HEALTH CARE UNIT,LOS ANGELES,970000178,24,10,0,0,11,<11,0,0,22,0
Los Angeles,VILLA SCALABRINI SPECIAL CARE UNIT,LOS ANGELES,920000269,10,4,0,0,25,<11,0,0,57,0
Los Angeles,VILLA SERENA HEALTHCARE CENTER,LOS ANGELES,940000030,9,9,0,0,43,<11,0,0,45,0
Los Angeles,VIRGIL REHABILITATION AND SKILLED NURSING CENTER,LOS ANGELES,970000103,58,4,0,0,56,15,0,0,61,0
Los Angeles,VISTA DEL SOL CARE CENTER,LOS ANGELES,910000089,12,2,0,0,29,<11,0,<11,47,<11
Los Angeles,WELLSPRINGS POST-ACUTE CENTER,LOS ANGELES,920000048,151,299,0,0,164,22,0,<11,198,0
Los Angeles,WEST COVINA HEALTHCARE CENTER,LOS ANGELES,950000049,12,2,0,0,100,<11,0,0,53,0
Los Angeles,WEST COVINA MEDICAL CENTER D/P SNF,LOS ANGELES,930001561,10,0,0,0,<11,0,0,<11,70,0
Los Angeles,WEST GARDENA POST ACUTE,LOS ANGELES,910000007,4,4,0,0,41,<11,0,<11,46,0
Los Angeles,WEST HAVEN HEALTHCARE,LOS ANGELES,950000044,30,4,0,0,98,17,0,0,73,0
Los Angeles,WEST HILLS HEALTH AND REHABILITATION CENTER,LOS ANGELES,920000082,19,19,0,0,147,34,0,0,99,0
Los Angeles,WEST VALLEY POST ACUTE,LOS ANGELES,920000085,27,27,0,0,180,30,0,0,122,<11
Los Angeles,WESTERN CONVALESCENT HOSPITAL,LOS ANGELES,970000054,52,6,0,0,62,11,0,0,98,<11
Los Angeles,WESTLAKE CONVALESCENT HOSPITAL,LOS ANGELES,970000147,61,9,0,0,40,<11,0,<11,119,0
Los Angeles,WHITE MEMORIAL MEDICAL CENTER D/P SNF,LOS ANGELES,930000822,19,1,0,0,<11,0,0,0,30,0
Los Angeles,WHITTIER HILLS HEALTH CARE CENTER,LOS ANGELES,940000019,24,12,0,0,132,23,0,0,129,<11
Los Angeles,WHITTIER HOSPITAL MEDICAL CENTER D/P SNF,LOS ANGELES,930001410,1,9,0,0,<11,0,0,0,41,0
Los Angeles,"WHITTIER NURSING AND WELLNESS CENTER, INC.",LOS ANGELES,940000077,8,2,0,0,21,0,0,0,16,0
Los Angeles,WHITTIER PACIFIC CARE CENTER,LOS ANGELES,940000116,10,5,0,0,58,<11,0,0,<11,0
Los Angeles,WINDSOR CARE CENTER OF CHEVIOT HILLS,LOS ANGELES,910000023,19,21,0,0,88,<11,0,0,86,<11
Los Angeles,WINDSOR CONVALESCENT CENTER OF NORTH LONG BEACH,LOS ANGELES,940000029,27,2,0,0,63,<11,0,0,107,0
Los Angeles,WINDSOR GARDENS CONVALESCENT CENTER OF HAWTHORNE,LOS ANGELES,910000081,26,3,0,0,117,14,0,<11,73,0
Los Angeles,WINDSOR GARDENS CONVALESCENT CENTER OF LONG BEACH,LOS ANGELES,940000099,44,6,0,0,102,<11,0,0,130,<11
Los Angeles,WINDSOR GARDENS CONVALESCENT HOSPITAL,LOS ANGELES,910000334,15,3,0,0,70,12,0,0,126,0
Los Angeles,WINDSOR MANOR,LOS ANGELES,970000105,13,1,0,0,<11,0,0,0,11,0
Los Angeles,WINDSOR PALMS CARE CENTER OF ARTESIA,LOS ANGELES,940000111,31,3,0,0,318,<11,0,<11,180,<11
Los Angeles,WINDSOR TERRACE HEALTHCARE CENTER,LOS ANGELES,920000302,20,3,<11,<11,135,15,<11,<11,146,0
Los Angeles,WOODLAND CARE CENTER,LOS ANGELES,920000061,19,3,0,0,184,19,0,0,112,<11
Los Angeles,WOODS HEALTH SERVICES,LOS ANGELES,950000092,21,38,0,0,33,<11,0,0,54,0
Los Angeles,YORK HEALTHCARE & WELLNESS CENTRE,LOS ANGELES,970000107,27,10,0,0,116,22,0,0,84,0
Madera,AVALON HEALTH CARE - MADERA,MADERA,40000073,17,2,<11,<11,66,11,0,<11,73,0
Madera,CHOWCHILLA MEMORIAL HEALTHCARE DISTRICT,MADERA,40000790,4,0,0,0,19,<11,0,0,31,0
Madera,MADERA REHABILITATION & NURSING CENTER,MADERA,40000034,9,4,0,0,157,24,<11,<11,154,0
Madera,OAKHURST HEALTHCARE CENTER,MADERA,40000058,8,6,0,0,86,<11,0,0,39,0
Madera,PALMS CARE CENTER,MADERA,40000018,7,0,0,0,67,<11,0,0,49,0
Madera,PARIS-LAMB HEALTH CENTER,MADERA,170001882,20,1,0,0,<11,0,0,0,13,0
Marin,ALDERSLY SKILLED NURSING FACILITY,MARIN,10001005,8,1,0,0,0,0,0,0,<11,0
Marin,CANYON MANOR,MARIN,10000934,0,0,0,0,0,0,0,0,0,0
Marin,MARIN CONVALESCENT & REHABILITATION HOSPITAL,MARIN,10000951,30,4,0,0,14,<11,0,0,19,0
Marin,MARIN POST ACUTE,MARIN,10000959,34,10,0,0,71,14,0,0,42,0
Marin,NORTHGATE POSTACUTE CARE,MARIN,10000980,10,2,0,0,28,<11,0,0,18,<11
Marin,NOVATO HEALTHCARE CENTER,MARIN,10000940,10,3,0,0,114,11,0,0,58,0
Marin,PINE RIDGE CARE CENTER,MARIN,10000949,2,1,0,0,22,<11,0,0,50,0
Marin,PROFESSIONAL POST ACUTE CENTER,MARIN,10000968,18,0,0,0,66,11,0,0,31,0
Marin,"SAN RAFAEL HEALTHCARE & WELLNESS CENTER, LP",MARIN,10000936,14,1,0,0,42,<11,0,0,21,0
Marin,SMITH RANCH SKILLED NURSING & REHABILITATION CENTER,MARIN,10001037,39,9,0,0,55,<11,0,0,61,0
Marin,SOUTH MARIN HEALTH & WELLNESS CENTER,MARIN,10000938,10,4,0,0,37,0,0,0,45,0
Marin,"THE REDWOODS, A COMMUNITY OF SENIORS",MARIN,10001007,30,2,0,0,<11,<11,0,0,<11,0
Marin,THE TAMALPAIS,MARIN,10000985,18,40,0,0,<11,0,0,0,13,0
Marin,VILLA MARIN RETIREMENT RESIDENCES,MARIN,10000995,16,0,0,0,<11,0,0,0,29,0
Mariposa,JOHN C. FREMONT HEALTHCARE DISTRICT D/P SNF,MARIPOSA,40000345,1,0,0,0,0,0,0,0,13,0
Mendocino,MENDOCINO NURSING CARE CENTER,MENDOCINO,10000042,0,0,0,0,0,0,0,0,0,0
Mendocino,NORTHBROOK HEALTHCARE CENTER,MENDOCINO,10000047,41,3,0,0,24,<11,0,0,28,0
Mendocino,REDWOOD COVE HEALTHCARE CENTER,MENDOCINO,10000082,9,4,0,<11,59,<11,0,<11,73,0
Mendocino,SHERWOOD OAKS HEALTHCARE CENTER,MENDOCINO,10000062,47,20,0,0,49,13,0,0,30,0
Mendocino,UKIAH POST ACUTE,MENDOCINO,10000080,19,4,0,0,15,<11,0,<11,29,0
Merced,ANBERRY NURSING AND REHABILITATION CENTER,MERCED,40000225,44,11,0,0,50,0,0,0,64,0
Merced,ANBERRY TRANSITIONAL CARE,MERCED,630016406,57,19,0,0,30,<11,0,<11,57,0
Merced,FRANCISCAN CONVALESCENT HOSPITAL,MERCED,40000035,21,11,0,0,60,<11,0,<11,47,0
Merced,"GRACE HOME, INC.",MERCED,40000039,2,0,0,0,19,<11,0,0,29,0
Merced,HY-LOND HEALTH CARE CENTER - MERCED,MERCED,40000050,39,2,0,0,68,11,0,0,62,0
Merced,LA SIERRA CARE CENTER,MERCED,40000027,15,6,0,0,27,0,0,0,41,0
Merced,LOS BANOS NURSING & REHABILITATION CENTER,MERCED,40000031,21,6,0,0,21,<11,0,0,41,0
Merced,MERCED BEHAVIORAL CENTER,MERCED,40000048,3,2,0,0,37,0,0,0,56,0
Merced,MERCED NURSING & REHABILITATION CENTER,MERCED,40000046,13,18,0,0,59,<11,0,0,51,<11
Merced,NEW BETHANY,MERCED,40001259,9,3,0,0,<11,0,0,0,12,0
Modoc,MODOC MEDICAL CENTER D/P SNF,MODOC,230000389,31,1,0,0,56,<11,0,0,75,0
Modoc,SURPRISE VALLEY COMMUNITY HOSPITAL D/P SNF,MODOC,230000144,0,2,0,0,25,<11,0,0,26,0
Monterey,AVE MARIA CONVALESCENT HOSPITAL,MONTEREY,70000019,31,0,0,0,0,0,0,0,<11,0
Monterey,CANTERBURY WOODS,MONTEREY,70000032,8,0,0,0,<11,0,0,0,22,0
Monterey,CARMEL HILLS CARE CENTER,MONTEREY,70000027,25,10,0,0,32,<11,0,<11,49,0
Monterey,CARMEL VALLEY MANOR,MONTEREY,70000034,16,11,<11,<11,<11,0,<11,<11,20,0
Monterey,CYPRESS RIDGE CARE CENTER,MONTEREY,70000074,0,8,0,0,82,0,0,<11,105,0
Monterey,EDEN VALLEY CARE CENTER,MONTEREY,70000780,26,4,0,0,35,<11,0,<11,62,0
Monterey,FOREST HILL MANOR HEALTH CENTER,MONTEREY,630012059,12,4,0,0,14,0,0,0,16,0
Monterey,GEORGE L. MEE MEMORIAL HOSPITAL D/P SNF,MONTEREY,70000324,15,2,0,0,12,<11,0,<11,36,0
Monterey,KATHERINE HEALTHCARE,MONTEREY,70000066,20,5,0,0,0,0,0,0,<11,0
Monterey,PACIFIC COAST POST ACUTE,MONTEREY,70000035,13,5,0,0,137,32,0,<11,113,0
Monterey,PACIFIC GROVE HEALTHCARE CENTER,MONTEREY,70000078,6,6,0,0,35,<11,0,0,23,0
Monterey,WESTLAND HOUSE,MONTEREY,70000062,4,4,0,0,<11,<11,0,0,20,0
Monterey,WINDSOR GARDENS REHABILITATION CENTER OF SALINAS,MONTEREY,70000084,16,1,0,0,60,<11,0,<11,97,0
Monterey,WINDSOR MONTEREY CARE CENTER,MONTEREY,70000041,12,6,0,0,86,<11,0,0,68,0
Monterey,WINDSOR SKYLINE CARE CENTER,MONTEREY,70000088,13,4,0,0,55,<11,0,0,35,0
Monterey,WINDSOR THE RIDGE REHABILITATION CENTER,MONTEREY,70000042,18,4,0,0,107,15,0,<11,107,0
Napa,DEPARTMENT OF STATE HOSPITALS - NAPA,NAPA,150001228,11,0,0,0,<11,0,0,0,<11,0
Napa,NAPA POST ACUTE,NAPA,110000063,5,3,0,0,49,0,0,0,43,0
Napa,NAPA VALLEY CARE CENTER,NAPA,110000046,8,6,0,<11,158,16,0,<11,110,0
Napa,PINER'S NURSING HOME,NAPA,110000053,8,2,0,0,<11,0,0,0,12,0
Napa,THE MEADOWS OF NAPA VALLEY CARE CENTER,NAPA,110000760,37,3,0,0,14,0,<11,<11,31,0
Napa,VETERANS HOME OF CALIFORNIA - YOUNTVILLE,NAPA,150001231,86,34,0,0,92,<11,0,0,117,0
Nevada,CRYSTAL RIDGE CARE CENTER,NEVADA,230000279,11,4,0,0,86,<11,0,17,136,0
Nevada,GOLDEN EMPIRE,NEVADA,230000276,27,6,0,0,120,32,0,0,79,0
Nevada,SPRING HILL MANOR CONVALESCENT HOSPITAL,NEVADA,230000282,43,4,0,0,48,11,0,<11,51,0
Nevada,TAHOE FOREST HOSPITAL D/P SNF,NEVADA,230000334,19,4,0,0,12,<11,0,0,19,0
Nevada,WOLF CREEK CARE CENTER,NEVADA,230000277,11,5,0,0,47,<11,0,<11,54,0
Orange,ADVANCED REHAB CENTER OF TUSTIN,ORANGE,60000051,12,7,0,0,120,<11,<11,<11,145,0
Orange,ALAMITOS WEST HEALTH & REHABILITATION,ORANGE,60000022,16,0,0,0,135,21,0,0,78,0
Orange,ALTA GARDENS CARE CENTER,ORANGE,80001542,14,5,0,0,142,29,0,<11,119,<11
Orange,ANAHEIM CREST NURSING CENTER,ORANGE,60000031,7,0,0,0,70,<11,0,<11,70,0
Orange,"ANAHEIM HEALTHCARE CENTER, LLC",ORANGE,60000196,40,18,0,0,270,38,0,0,254,0
Orange,ANAHEIM TERRACE CARE CENTER,ORANGE,80001540,4,4,0,0,149,<11,0,0,77,<11
Orange,BEACHSIDE NURSING CENTER,ORANGE,60000045,10,0,0,0,54,<11,0,0,83,0
Orange,BUENA PARK NURSING CENTER,ORANGE,60000030,14,4,0,0,103,25,0,0,151,0
Orange,BUENA VISTA CARE CENTER,ORANGE,60000089,14,5,0,0,110,14,0,0,72,0
Orange,CAPISTRANO BEACH CARE CENTER,ORANGE,60000037,12,0,0,0,49,<11,0,0,56,0
Orange,CHAPMAN CARE CENTER,ORANGE,60000194,13,8,0,0,35,<11,0,0,120,0
Orange,CHAPMAN GLOBAL MEDICAL CENTER D/P SNF,ORANGE,60001568,2,0,0,0,0,0,0,0,20,0
Orange,COUNTRY VILLA PLAZA CONVALESCENT CENTER,ORANGE,60000020,19,1,0,0,98,14,0,0,81,<11
Orange,COVENTRY COURT HEALTH CENTER,ORANGE,60000047,27,6,0,0,132,15,0,<11,86,0
Orange,CRYSTAL COVE CARE CENTER,ORANGE,60000129,24,6,0,0,143,<11,0,0,70,0
Orange,EXTENDED CARE HOSPITAL OF WESTMINISTER,ORANGE,60000167,6,2,0,0,51,<11,0,<11,98,0
Orange,FLAGSHIP HEALTHCARE CENTER,ORANGE,60000033,58,1,0,0,93,19,0,0,67,0
Orange,FOOTHILL REGIONAL MEDICAL CENTER D/P SNF,ORANGE,60001166,15,1,0,0,<11,0,0,0,38,0
Orange,FREEDOM VILLAGE HEALTHCARE CENTER,ORANGE,60000839,9,0,0,0,32,<11,0,0,53,0
Orange,FRENCH PARK CARE CENTER,ORANGE,60000164,18,4,0,0,152,27,0,0,99,0
Orange,GARDEN GROVE POST ACUTE,ORANGE,60000043,10,2,0,0,137,<11,0,0,120,0
Orange,GARDEN PARK CARE CENTER,ORANGE,60000049,24,22,0,<11,139,20,0,<11,123,<11
Orange,GORDON LANE CARE CENTER,ORANGE,60000046,7,0,0,0,112,21,0,0,138,0
Orange,"GREENFIELD CARE CENTER OF FULLERTON, LLC",ORANGE,60000156,15,15,0,0,49,<11,0,0,45,0
