Price,Age,Mileage,MPG,KBB Price,CR Reliability Score
2443.00,19.00,167.00,20.00,1900.00,0.81
2130.00,23.00,176.20,31.00,1600.00,0.50
7262.00,10.00,117.20,32.00,5600.00,0.78
17820.00,1.00,21.40,30.00,13800.00,0.75
4071.00,15.00,151.30,24.00,3200.00,0.89
5691.00,13.00,142.70,35.00,3600.00,0.47
5557.00,13.00,138.60,39.00,4300.00,0.68
15955.00,3.00,36.80,24.00,12400.00,0.66
2429.00,20.00,167.10,22.00,1900.00,0.48
16393.00,2.00,30.00,33.00,14700.00,0.79
6405.00,11.00,131.80,40.00,4100.00,0.84
2490.00,19.00,174.70,36.00,1600.00,0.94
1833.00,21.00,174.40,39.00,1400.00,0.59
10626.00,7.00,79.80,37.00,8200.00,0.59
13062.00,5.00,55.80,39.00,10100.00,0.92
7868.00,10.00,116.60,28.00,6100.00,0.71
10939.00,6.00,77.30,20.00,8500.00,0.64
9702.00,8.00,105.20,25.00,7500.00,0.64
13090.00,4.00,54.10,35.00,10100.00,0.91
17250.00,2.00,24.80,38.00,13400.00,0.87
1801.00,25.00,179.20,17.00,1400.00,0.87
8092.00,10.00,111.10,24.00,6300.00,0.47
3642.00,17.00,158.30,35.00,2800.00,0.61
13998.00,4.00,47.30,35.00,10800.00,0.62
7657.00,10.00,124.50,23.00,5900.00,0.57
7289.00,10.00,124.20,32.00,5600.00,0.47
2346.00,20.00,170.60,33.00,1800.00,0.63
12311.00,6.00,69.40,33.00,9500.00,0.67
2073.00,25.00,180.60,36.00,900.00,0.53
2275.00,21.00,161.90,32.00,1800.00,0.93
2150.00,25.00,170.90,35.00,1400.00,0.53
2399.00,19.00,162.90,21.00,1900.00,0.61
2211.00,24.00,167.30,29.00,1700.00,0.74
2242.00,20.00,167.50,27.00,1000.00,0.92
8080.00,9.00,105.10,23.00,6300.00,0.75
2139.00,22.00,163.50,37.00,1700.00,0.70
10128.00,7.00,86.40,37.00,7800.00,0.47
3593.00,17.00,155.10,32.00,2800.00,0.93
9523.00,8.00,103.80,39.00,7400.00,0.48
1906.00,21.00,174.60,35.00,1500.00,0.84
9836.00,7.00,84.10,38.00,7600.00,0.73
8865.00,9.00,109.70,26.00,7900.00,0.90
1974.00,24.00,177.70,32.00,1500.00,0.73
3807.00,15.00,160.10,23.00,2900.00,0.52
1919.00,22.00,179.60,36.00,1500.00,0.68
15339.00,3.00,35.10,21.00,11900.00,0.93
5606.00,13.00,139.10,24.00,4300.00,0.81
2123.00,25.00,172.10,28.00,1600.00,0.52
2144.00,21.00,166.90,36.00,1700.00,0.63
2319.00,19.00,169.40,38.00,1800.00,0.84
1860.00,20.00,171.30,38.00,1400.00,0.52
2103.00,22.00,169.30,25.00,1600.00,0.72
12330.00,6.00,69.00,32.00,9600.00,0.68
9969.00,8.00,94.00,39.00,7700.00,0.88
16761.00,2.00,20.60,27.00,13000.00,0.83
2011.00,20.00,165.10,37.00,1300.00,0.94
3512.00,18.00,156.00,35.00,2200.00,0.80
3466.00,16.00,150.40,22.00,2700.00,0.86
13327.00,4.00,41.20,38.00,10300.00,0.81
11447.00,6.00,78.30,36.00,8900.00,0.89
2463.00,19.00,162.40,22.00,1900.00,0.48
2146.00,24.00,174.80,33.00,1400.00,0.70
2140.00,21.00,166.60,22.00,1700.00,0.80
4028.00,14.00,148.70,37.00,3100.00,0.89
2414.00,24.00,169.00,34.00,1900.00,0.90
13517.00,4.00,48.20,22.00,10500.00,0.80
16808.00,2.00,18.40,24.00,15000.00,0.54
9629.00,7.00,92.50,36.00,7500.00,0.61
13087.00,5.00,61.10,22.00,11700.00,0.80
6738.00,12.00,124.60,33.00,5200.00,0.95
17084.00,1.00,23.10,20.00,13200.00,0.50
13675.00,4.00,51.90,35.00,10600.00,0.89
2101.00,20.00,170.10,37.00,900.00,0.63
7200.00,11.00,123.60,37.00,5600.00,0.72
4265.00,15.00,147.00,25.00,3300.00,0.59
16249.00,3.00,29.20,32.00,12600.00,0.89
3391.00,17.00,166.30,20.00,2600.00,0.68
7499.00,11.00,114.70,22.00,5800.00,0.88
16334.00,2.00,30.50,25.00,12700.00,0.67
3213.00,16.00,157.70,24.00,2500.00,0.67
13187.00,4.00,51.10,39.00,10200.00,0.63
16250.00,2.00,31.20,20.00,12600.00,0.95
1755.00,23.00,171.10,37.00,1100.00,0.57
2249.00,25.00,171.10,23.00,1400.00,0.95
8446.00,9.00,114.50,27.00,6500.00,0.51
16547.00,2.00,22.20,33.00,12800.00,0.55
2065.00,20.00,174.70,23.00,1600.00,0.58
3853.00,15.00,156.60,23.00,3000.00,0.50
7926.00,9.00,108.60,26.00,6100.00,0.81
7997.00,9.00,112.50,38.00,6200.00,0.73
2553.00,19.00,172.90,22.00,2000.00,0.92
1869.00,20.00,172.70,23.00,1400.00,0.65
5916.00,13.00,142.10,33.00,4600.00,0.72
2430.00,23.00,163.50,22.00,1900.00,0.69
6580.00,11.00,125.40,29.00,2900.00,0.86
3834.00,15.00,163.70,38.00,3000.00,0.90
3442.00,16.00,156.90,35.00,2200.00,0.68
2546.00,21.00,156.30,24.00,2000.00,0.57
7957.00,10.00,115.90,19.00,6200.00,0.92
16816.00,2.00,19.60,21.00,13000.00,0.93
18219.00,1.00,15.80,23.00,18200.00,0.81
13438.00,4.00,52.20,22.00,10400.00,0.94
16088.00,2.00,29.20,22.00,12500.00,0.88
16087.00,2.00,21.40,22.00,12500.00,0.60
2130.00,21.00,167.30,36.00,1600.00,0.50
6031.00,13.00,137.80,18.00,3800.00,0.87
7581.00,10.00,115.70,27.00,5900.00,0.58
16140.00,3.00,27.50,31.00,12500.00,0.66
17692.00,1.00,23.10,38.00,13700.00,0.65
3526.00,17.00,160.50,29.00,2700.00,0.93
1811.00,25.00,189.90,27.00,1400.00,0.47
3467.00,17.00,161.80,36.00,2700.00,0.61
3897.00,16.00,148.30,24.00,3000.00,0.77
7111.00,11.00,116.80,30.00,5500.00,0.71
15940.00,2.00,25.90,33.00,12300.00,0.68
9608.00,8.00,100.90,32.00,7400.00,0.86
9587.00,8.00,95.70,27.00,7400.00,0.64
15911.00,1.00,26.60,29.00,12300.00,0.70
9890.00,8.00,100.90,39.00,7700.00,0.64
12507.00,5.00,67.70,37.00,9700.00,0.52
1854.00,25.00,189.00,35.00,1400.00,0.93
10081.00,7.00,97.40,27.00,7800.00,0.49
4201.00,15.00,157.20,40.00,3300.00,0.78
12959.00,5.00,69.40,28.00,10000.00,0.50
4266.00,15.00,154.40,37.00,3300.00,0.50
5587.00,13.00,144.50,35.00,4300.00,0.48
9288.00,8.00,96.90,28.00,7200.00,0.92
10393.00,7.00,79.30,30.00,8100.00,0.51
2396.00,22.00,167.20,17.00,1900.00,0.72
6618.00,12.00,128.90,37.00,5100.00,0.71
1689.00,25.00,181.70,19.00,1100.00,0.95
11008.00,6.00,83.10,31.00,8500.00,0.86
2282.00,21.00,160.50,39.00,1800.00,0.74
11402.00,6.00,75.80,32.00,8800.00,0.46
12693.00,5.00,62.20,32.00,9800.00,0.46
3725.00,16.00,159.40,33.00,2900.00,0.51
12673.00,5.00,64.60,34.00,11300.00,0.86
13431.00,4.00,38.90,18.00,10400.00,0.54
7301.00,10.00,124.70,35.00,5700.00,0.59
13745.00,4.00,53.80,35.00,10600.00,0.84
4396.00,14.00,141.60,23.00,3400.00,0.45
2242.00,20.00,156.90,31.00,1700.00,0.94
12083.00,6.00,70.10,25.00,9400.00,0.88
6972.00,11.00,130.90,35.00,5400.00,0.56
2115.00,21.00,167.50,17.00,1600.00,0.54
17036.00,2.00,22.10,36.00,13200.00,0.47
2172.00,22.00,173.00,36.00,1700.00,0.78
2384.00,20.00,155.90,22.00,1800.00,0.78
1934.00,24.00,183.50,20.00,1500.00,0.87
18170.00,1.00,17.40,25.00,16300.00,0.85
3622.00,15.00,164.30,17.00,2800.00,0.48
17207.00,1.00,20.90,30.00,13300.00,0.70
16903.00,1.00,27.20,23.00,13100.00,0.87
11646.00,6.00,81.20,28.00,9000.00,0.54
5232.00,13.00,148.90,22.00,3300.00,0.80
5999.00,12.00,136.70,33.00,4600.00,0.63
3685.00,16.00,155.00,37.00,2900.00,0.57
2001.00,23.00,168.00,33.00,1500.00,0.48
2782.00,19.00,156.30,31.00,1800.00,0.57
5791.00,12.00,134.70,19.00,4500.00,0.57
3603.00,16.00,146.60,28.00,2800.00,0.92
12829.00,4.00,55.90,29.00,9900.00,0.55
2165.00,20.00,163.50,23.00,1700.00,0.82
2130.00,22.00,169.90,40.00,1600.00,0.81
3656.00,15.00,155.00,28.00,2800.00,0.72
16114.00,2.00,33.70,34.00,12500.00,0.70
6216.00,12.00,132.60,29.00,4800.00,0.68
10150.00,7.00,83.00,33.00,7900.00,0.54
10321.00,8.00,89.10,19.00,8000.00,0.89
3423.00,16.00,151.80,39.00,2700.00,0.47
1979.00,25.00,188.60,27.00,1300.00,0.55
1836.00,22.00,175.90,26.00,1400.00,0.91
2007.00,25.00,180.30,24.00,1600.00,0.66
14926.00,4.00,40.50,34.00,13400.00,0.59
4177.00,15.00,158.70,37.00,3200.00,0.69
1916.00,24.00,173.60,19.00,1500.00,0.51
1999.00,22.00,176.40,36.00,1500.00,0.72
15662.00,3.00,41.80,18.00,12100.00,0.89
2533.00,19.00,156.90,29.00,2000.00,0.55
2221.00,25.00,179.60,26.00,1700.00,0.46
3569.00,18.00,158.10,36.00,2800.00,0.89
3857.00,17.00,159.70,37.00,3000.00,0.79
11119.00,6.00,80.60,36.00,8600.00,0.94
10789.00,7.00,83.00,23.00,8400.00,0.73
9391.00,8.00,97.00,29.00,7300.00,0.55
3412.00,14.00,159.20,25.00,2600.00,0.79
4197.00,14.00,145.70,25.00,3300.00,0.53
7735.00,10.00,125.20,32.00,6900.00,0.91
16419.00,2.00,23.70,29.00,12700.00,0.90
2802.00,19.00,164.50,25.00,2200.00,0.76
3282.00,18.00,159.40,24.00,2500.00,0.45
4065.00,15.00,154.30,26.00,3100.00,0.73
3494.00,15.00,159.00,28.00,2700.00,0.64
3320.00,17.00,168.60,23.00,2600.00,0.51
15451.00,2.00,35.80,23.00,12000.00,0.58
12438.00,5.00,63.80,25.00,9600.00,0.51
11535.00,6.00,80.80,18.00,8900.00,0.81
12912.00,5.00,67.00,36.00,10000.00,0.86
2260.00,20.00,161.30,38.00,1800.00,0.81
6399.00,11.00,132.60,21.00,2900.00,0.81
2105.00,19.00,174.90,22.00,1600.00,0.70
5373.00,13.00,140.70,21.00,4200.00,0.65
2354.00,21.00,158.00,33.00,1800.00,0.55
3770.00,17.00,158.90,22.00,2900.00,0.82
1939.00,20.00,172.70,36.00,1500.00,0.90
17048.00,1.00,16.00,18.00,13200.00,0.71
6217.00,12.00,130.40,20.00,4800.00,0.92
4734.00,14.00,141.10,19.00,3700.00,0.51
8499.00,9.00,107.10,38.00,7600.00,0.74
3719.00,17.00,153.60,39.00,2900.00,0.70
4231.00,15.00,147.80,31.00,3300.00,0.64
15633.00,2.00,34.10,31.00,12100.00,0.56
2236.00,22.00,166.40,26.00,1700.00,0.46
1979.00,25.00,176.80,27.00,1500.00,0.54
13068.00,5.00,67.20,29.00,10100.00,0.78
1934.00,25.00,175.90,36.00,1500.00,0.54
16081.00,3.00,29.60,22.00,12500.00,0.50
3671.00,14.00,156.60,21.00,2800.00,0.46
10670.00,7.00,81.70,34.00,8300.00,0.88
1939.00,22.00,167.90,32.00,1500.00,0.69
2437.00,19.00,173.70,39.00,1500.00,0.80
3597.00,16.00,157.60,38.00,2300.00,0.77
2698.00,19.00,162.40,34.00,1700.00,0.89
3703.00,18.00,153.30,28.00,2900.00,0.57
2168.00,24.00,173.00,18.00,1700.00,0.54
7561.00,10.00,118.00,33.00,5900.00,0.95
9335.00,8.00,97.30,27.00,7200.00,0.45
14872.00,2.00,35.80,30.00,11500.00,0.72
2133.00,23.00,165.80,37.00,1700.00,0.52
3325.00,17.00,161.90,33.00,2600.00,0.83
5015.00,13.00,151.20,34.00,3200.00,0.89
3755.00,18.00,151.60,25.00,2900.00,0.87
3510.00,17.00,160.00,30.00,2200.00,0.93
6934.00,10.00,125.10,30.00,5400.00,0.79
8064.00,10.00,111.40,32.00,6200.00,0.78
4215.00,15.00,152.90,25.00,3300.00,0.85
3580.00,17.00,159.60,21.00,2800.00,0.84
5819.00,12.00,141.40,18.00,4500.00,0.65
3796.00,17.00,157.00,28.00,2900.00,0.91
16549.00,2.00,31.60,25.00,12800.00,0.93
2026.00,24.00,177.20,26.00,1600.00,0.79
17022.00,2.00,17.30,33.00,17000.00,0.84
12922.00,5.00,61.40,23.00,10000.00,0.57
3612.00,18.00,159.90,22.00,2800.00,0.56
10052.00,8.00,93.00,31.00,7800.00,0.71
15678.00,3.00,27.10,40.00,12100.00,0.51
2105.00,21.00,162.30,34.00,1600.00,0.55
4024.00,15.00,152.30,32.00,3100.00,0.75
9907.00,8.00,93.30,20.00,7700.00,0.69
1944.00,24.00,171.60,27.00,1500.00,0.75
3323.00,18.00,153.80,26.00,2600.00,0.55
12612.00,5.00,67.60,28.00,9800.00,0.80
3750.00,15.00,158.80,36.00,2900.00,0.90
12806.00,5.00,67.30,35.00,9900.00,0.74
10474.00,7.00,91.40,23.00,8100.00,0.65
4012.00,14.00,144.40,38.00,3100.00,0.90
2078.00,21.00,171.00,23.00,1600.00,0.66
2679.00,19.00,168.90,17.00,2100.00,0.74
6664.00,12.00,128.30,31.00,5200.00,0.55
11847.00,6.00,72.10,22.00,9200.00,0.62
3569.00,17.00,164.30,28.00,2300.00,0.53
1925.00,25.00,180.70,17.00,1200.00,0.46
15843.00,2.00,35.20,33.00,12300.00,0.74
1971.00,24.00,174.60,32.00,1500.00,0.52
3826.00,14.00,146.50,17.00,3000.00,0.73
2284.00,25.00,177.50,17.00,1800.00,0.82
18027.00,1.00,12.00,23.00,16100.00,0.90
12615.00,4.00,54.90,38.00,9800.00,0.48
6136.00,13.00,133.90,18.00,4800.00,0.61
13428.00,4.00,55.40,24.00,10400.00,0.87
15837.00,3.00,27.60,18.00,12300.00,0.63
3547.00,17.00,157.30,23.00,2700.00,0.76
4008.00,15.00,153.80,22.00,3100.00,0.61
2031.00,24.00,179.00,35.00,1600.00,0.60
2154.00,22.00,168.20,24.00,1700.00,0.55
6222.00,12.00,129.00,32.00,4800.00,0.64
2125.00,24.00,175.40,18.00,1300.00,0.75
1907.00,21.00,171.90,26.00,1500.00,0.70
12944.00,5.00,71.10,35.00,10000.00,0.74
1888.00,23.00,172.90,27.00,1500.00,0.71
7412.00,10.00,115.60,33.00,6600.00,0.60
8117.00,10.00,107.80,35.00,6300.00,0.63
1991.00,25.00,184.20,37.00,1500.00,0.83
17772.00,1.00,20.80,30.00,13800.00,0.91
2666.00,19.00,166.70,25.00,2100.00,0.68
4049.00,16.00,152.50,26.00,3100.00,0.74
1933.00,23.00,169.00,25.00,1200.00,0.57
15897.00,3.00,33.30,25.00,12300.00,0.69
2246.00,25.00,175.80,32.00,1700.00,0.48
9609.00,7.00,90.70,18.00,7400.00,0.55
1820.00,21.00,173.00,38.00,800.00,0.71
3341.00,16.00,164.30,38.00,2600.00,0.80
3230.00,15.00,161.40,23.00,1400.00,0.60
14833.00,3.00,43.50,31.00,11500.00,0.90
2033.00,25.00,175.20,20.00,1600.00,0.68
3673.00,16.00,147.40,28.00,2800.00,0.83
2070.00,20.00,161.50,26.00,1600.00,0.91
9673.00,8.00,96.60,27.00,7500.00,0.70
3564.00,17.00,150.90,19.00,2800.00,0.56
2221.00,25.00,171.60,19.00,1400.00,0.90
6207.00,12.00,141.30,37.00,4800.00,0.90
13593.00,5.00,58.50,18.00,10500.00,0.66
11394.00,6.00,75.30,36.00,8800.00,0.63
2127.00,24.00,175.90,21.00,1600.00,0.58
2556.00,20.00,156.10,37.00,2000.00,0.78
2599.00,20.00,156.20,37.00,2000.00,0.87
3158.00,18.00,164.50,22.00,2400.00,0.72
13778.00,5.00,53.80,23.00,10700.00,0.70
7830.00,9.00,117.40,37.00,6100.00,0.52
16876.00,2.00,24.90,22.00,13100.00,0.53
6395.00,12.00,137.40,35.00,5000.00,0.66
6218.00,12.00,139.30,18.00,4800.00,0.67
15673.00,3.00,33.90,21.00,12100.00,0.46
12541.00,5.00,66.90,33.00,9700.00,0.67
2090.00,20.00,171.10,26.00,1600.00,0.69
8277.00,9.00,115.20,20.00,6400.00,0.64
2194.00,25.00,170.50,32.00,1700.00,0.78
7952.00,9.00,111.00,22.00,6200.00,0.57
13818.00,4.00,43.80,31.00,10700.00,0.60
10312.00,7.00,80.60,39.00,8000.00,0.63
7218.00,10.00,124.50,17.00,5600.00,0.70
7698.00,10.00,116.20,33.00,6000.00,0.64
3037.00,17.00,168.70,34.00,1900.00,0.49
3584.00,17.00,163.30,27.00,2800.00,0.48
7094.00,11.00,120.80,18.00,5500.00,0.46
2230.00,23.00,165.20,25.00,1700.00,0.92
5847.00,13.00,133.90,21.00,4500.00,0.94
8028.00,9.00,106.60,23.00,6200.00,0.90
1974.00,20.00,162.30,31.00,1200.00,0.50
2238.00,20.00,174.30,35.00,1700.00,0.59
1829.00,24.00,185.30,33.00,1400.00,0.92
6341.00,11.00,127.30,36.00,4900.00,0.85
10144.00,7.00,98.50,18.00,9100.00,0.74
6206.00,12.00,141.60,31.00,4800.00,0.88
2462.00,19.00,158.70,24.00,1900.00,0.66
9198.00,8.00,108.60,24.00,7100.00,0.78
13124.00,5.00,62.40,20.00,10200.00,0.68
11506.00,6.00,77.70,39.00,8900.00,0.94
3791.00,15.00,159.80,37.00,2400.00,0.68
11340.00,6.00,83.00,22.00,8800.00,0.45
2040.00,25.00,172.60,17.00,1300.00,0.89
9046.00,9.00,103.70,31.00,7000.00,0.76
7045.00,10.00,117.90,22.00,5500.00,0.93
3033.00,18.00,166.90,39.00,2300.00,0.89
5225.00,13.00,150.70,30.00,4000.00,0.78
5950.00,13.00,137.20,35.00,4600.00,0.76
4061.00,15.00,160.50,30.00,3100.00,0.61
12032.00,6.00,66.70,29.00,9300.00,0.86
15629.00,3.00,32.90,28.00,12100.00,0.76
13430.00,4.00,55.20,26.00,10400.00,0.76
3631.00,14.00,159.60,32.00,2800.00,0.95
4698.00,14.00,141.50,38.00,3600.00,0.69
2400.00,21.00,162.30,18.00,1900.00,0.76
2360.00,21.00,161.00,30.00,1800.00,0.52
12667.00,5.00,70.60,39.00,9800.00,0.61
2002.00,20.00,174.10,36.00,1600.00,0.62
3778.00,18.00,151.40,20.00,2900.00,0.80
3411.00,18.00,154.80,37.00,2600.00,0.48
16228.00,2.00,30.50,31.00,12600.00,0.53
9836.00,7.00,85.80,32.00,7600.00,0.68
9972.00,7.00,93.20,33.00,7700.00,0.92
2747.00,19.00,161.40,21.00,2100.00,0.68
13040.00,4.00,48.10,40.00,10100.00,0.46
8154.00,10.00,113.10,38.00,6300.00,0.63
4191.00,14.00,147.80,17.00,3200.00,0.80
2193.00,25.00,171.60,38.00,1700.00,0.95
3882.00,17.00,155.10,27.00,3000.00,0.83
5707.00,12.00,134.90,19.00,4400.00,0.84
2264.00,23.00,163.00,25.00,1800.00,0.62
3186.00,18.00,159.30,38.00,2500.00,0.69
2264.00,23.00,167.50,34.00,1800.00,0.74
7535.00,11.00,117.30,20.00,5800.00,0.60
4215.00,15.00,146.20,19.00,3300.00,0.94
9570.00,8.00,93.80,34.00,7400.00,0.63
2125.00,23.00,175.90,35.00,1600.00,0.65
9974.00,8.00,96.00,26.00,7700.00,0.71
6719.00,11.00,127.00,18.00,5200.00,0.66
13407.00,4.00,52.30,22.00,10400.00,0.60
3383.00,18.00,165.50,24.00,2600.00,0.47
3578.00,17.00,157.10,28.00,2800.00,0.46
8776.00,8.00,105.10,34.00,6800.00,0.54
2551.00,19.00,170.40,31.00,2000.00,0.65
10788.00,7.00,81.00,30.00,8400.00,0.59
2157.00,21.00,168.00,34.00,1700.00,0.58
7935.00,9.00,113.70,19.00,6100.00,0.65
6905.00,11.00,128.10,28.00,5300.00,0.64
2190.00,25.00,172.10,32.00,1700.00,0.65
2169.00,25.00,170.00,32.00,1700.00,0.77
2009.00,22.00,179.20,20.00,1600.00,0.48
7641.00,10.00,116.00,26.00,5900.00,0.47
6533.00,11.00,127.50,32.00,5100.00,0.79
17377.00,1.00,12.20,18.00,13500.00,0.67
2122.00,22.00,163.80,22.00,1600.00,0.50
5927.00,13.00,136.80,34.00,4600.00,0.91
10396.00,7.00,94.80,38.00,8100.00,0.85
14565.00,3.00,45.30,28.00,11300.00,0.57
14005.00,4.00,42.20,23.00,10800.00,0.45
5399.00,13.00,149.80,31.00,4200.00,0.50
3645.00,16.00,156.50,26.00,2800.00,0.80
11786.00,6.00,68.60,39.00,9100.00,0.92
2058.00,22.00,175.40,30.00,1600.00,0.82
8175.00,9.00,108.70,34.00,6300.00,0.50
2506.00,20.00,163.40,39.00,1900.00,0.74
15569.00,3.00,31.40,33.00,12100.00,0.90
2175.00,25.00,177.60,21.00,1700.00,0.75
1985.00,25.00,180.90,23.00,1500.00,0.68
13822.00,4.00,44.40,25.00,10700.00,0.63
12775.00,5.00,67.10,30.00,9900.00,0.73
18033.00,1.00,17.80,32.00,14000.00,0.57
16439.00,1.00,21.70,27.00,12700.00,0.57
13835.00,4.00,43.80,37.00,10700.00,0.52
16070.00,2.00,32.00,34.00,12400.00,0.87
3917.00,16.00,147.10,36.00,3000.00,0.92
17531.00,1.00,25.90,21.00,13600.00,0.69
8807.00,8.00,104.60,23.00,6800.00,0.79
2015.00,22.00,169.90,26.00,1600.00,0.65
8368.00,9.00,114.30,23.00,6500.00,0.55
16084.00,2.00,21.30,25.00,12500.00,0.49
1755.00,20.00,174.50,24.00,800.00,0.63
3352.00,18.00,156.80,30.00,2600.00,0.54
9477.00,8.00,107.40,29.00,7300.00,0.83
1821.00,25.00,180.90,31.00,1400.00,0.76
11769.00,6.00,69.60,24.00,9100.00,0.86
4075.00,15.00,149.80,19.00,3200.00,0.68
12476.00,5.00,70.50,20.00,9700.00,0.80
1858.00,25.00,184.40,34.00,1400.00,0.87
3527.00,16.00,148.00,36.00,2700.00,0.52
2069.00,24.00,176.30,28.00,1600.00,0.63
2096.00,24.00,173.50,20.00,1600.00,0.79
10232.00,7.00,91.80,38.00,7900.00,0.54
2015.00,22.00,166.20,36.00,1300.00,0.48
1912.00,25.00,182.60,33.00,1500.00,0.54
14899.00,3.00,43.00,36.00,11500.00,0.77
2250.00,24.00,167.50,32.00,1400.00,0.61
2267.00,20.00,158.10,37.00,1400.00,0.69
3457.00,17.00,154.70,19.00,2700.00,0.83
3855.00,15.00,163.00,36.00,3000.00,0.60
15011.00,3.00,31.20,26.00,11600.00,0.63
12323.00,6.00,69.60,37.00,9500.00,0.48
3823.00,15.00,161.70,19.00,3000.00,0.70
4165.00,16.00,145.70,17.00,3200.00,0.83
8939.00,8.00,101.90,19.00,6900.00,0.65
12952.00,5.00,60.50,29.00,11600.00,0.79
3420.00,18.00,155.60,28.00,2600.00,0.72
12159.00,6.00,73.40,18.00,9400.00,0.64
5399.00,13.00,150.00,29.00,3400.00,0.71
2238.00,22.00,161.90,17.00,1700.00,0.63
3174.00,18.00,156.30,23.00,2500.00,0.81
3906.00,14.00,154.00,34.00,3000.00,0.85
10211.00,7.00,89.50,29.00,7900.00,0.70
2130.00,22.00,168.50,24.00,1600.00,0.93
6277.00,13.00,133.40,27.00,4900.00,0.64
1909.00,24.00,182.80,26.00,1500.00,0.73
1653.00,22.00,179.30,19.00,700.00,0.52
5615.00,13.00,133.70,20.00,4300.00,0.63
1772.00,20.00,170.40,32.00,800.00,0.76
3835.00,16.00,148.20,30.00,3000.00,0.68
11121.00,6.00,77.50,22.00,8600.00,0.67
1971.00,23.00,171.00,21.00,1500.00,0.59
4329.00,14.00,140.60,29.00,3400.00,0.72
14610.00,4.00,37.90,35.00,11300.00,0.76
13419.00,4.00,50.30,37.00,10400.00,0.84
1891.00,23.00,170.20,30.00,1500.00,0.80
13224.00,5.00,56.30,31.00,10200.00,0.45
2171.00,20.00,164.20,24.00,1400.00,0.53
3844.00,16.00,158.10,31.00,3000.00,0.47
13339.00,5.00,58.80,31.00,10300.00,0.62
7329.00,10.00,120.10,36.00,5700.00,0.60
8085.00,10.00,110.60,30.00,6300.00,0.53
4417.00,14.00,149.30,39.00,3400.00,0.82
9978.00,7.00,91.30,37.00,7700.00,0.85
17023.00,2.00,18.70,19.00,13200.00,0.87
11829.00,6.00,67.70,32.00,9200.00,0.80
11130.00,6.00,79.00,36.00,8600.00,0.75
13325.00,4.00,50.90,24.00,10300.00,0.58
13554.00,4.00,51.60,18.00,10500.00,0.77
2810.00,19.00,155.30,37.00,2200.00,0.53
4039.00,14.00,153.50,22.00,1800.00,0.84
17196.00,1.00,17.20,18.00,15400.00,0.54
15201.00,3.00,41.20,22.00,11800.00,0.65
9066.00,8.00,104.00,19.00,7000.00,0.52
10227.00,7.00,86.90,27.00,7900.00,0.85
6221.00,11.00,132.30,29.00,4800.00,0.67
16710.00,2.00,24.00,36.00,12900.00,0.47
16392.00,2.00,32.70,31.00,12700.00,0.79
13684.00,4.00,44.50,25.00,10600.00,0.84
3230.00,17.00,167.70,37.00,2500.00,0.45
3839.00,16.00,146.30,22.00,3000.00,0.75
5858.00,13.00,136.70,37.00,4500.00,0.69
2667.00,19.00,156.10,23.00,1700.00,0.82
6023.00,12.00,141.70,33.00,4700.00,0.69
6327.00,11.00,131.70,35.00,4900.00,0.85
10281.00,7.00,90.10,38.00,8000.00,0.50
13796.00,4.00,51.60,39.00,10700.00,0.63
2151.00,21.00,158.10,31.00,1700.00,0.80
16141.00,3.00,29.00,38.00,12500.00,0.49
6392.00,11.00,131.70,31.00,5000.00,0.89
3550.00,18.00,161.40,18.00,2700.00,0.93
3901.00,15.00,154.20,29.00,3000.00,0.60
2483.00,19.00,168.50,18.00,1600.00,0.70
14376.00,4.00,46.40,17.00,11100.00,0.66
2930.00,18.00,165.60,18.00,2300.00,0.48
7439.00,10.00,125.80,35.00,5800.00,0.56
6124.00,11.00,132.40,32.00,2700.00,0.88
1971.00,22.00,171.70,34.00,1200.00,0.63
7341.00,10.00,123.90,40.00,5700.00,0.47
6698.00,11.00,125.60,38.00,5200.00,0.48
4083.00,15.00,149.10,37.00,3200.00,0.94
5998.00,12.00,131.80,22.00,3800.00,0.89
1984.00,21.00,169.40,33.00,1300.00,0.57
7946.00,10.00,114.40,30.00,6200.00,0.64
6868.00,12.00,125.40,26.00,5300.00,0.84
2239.00,22.00,164.10,36.00,1700.00,0.92
13992.00,4.00,50.60,36.00,10800.00,0.91
12762.00,4.00,56.20,23.00,9900.00,0.54
7959.00,10.00,115.80,25.00,6200.00,0.73
2024.00,21.00,162.30,33.00,1600.00,0.80
16749.00,1.00,15.70,32.00,13000.00,0.69
2153.00,21.00,165.00,27.00,1700.00,0.81
1901.00,22.00,176.80,25.00,1200.00,0.88
2056.00,22.00,170.80,21.00,1600.00,0.52
10874.00,6.00,83.10,33.00,8400.00,0.68
2309.00,19.00,169.20,32.00,1500.00,0.64
3773.00,17.00,154.50,22.00,2400.00,0.67
7820.00,10.00,120.20,33.00,6100.00,0.94
8597.00,9.00,99.00,38.00,6700.00,0.83
16066.00,1.00,25.30,35.00,12400.00,0.59
2148.00,23.00,166.30,34.00,1700.00,0.63
2244.00,20.00,168.20,25.00,1700.00,0.51
14801.00,4.00,38.70,27.00,11500.00,0.52
3898.00,17.00,155.70,40.00,3000.00,0.91
2139.00,22.00,162.80,32.00,1700.00,0.48
11012.00,6.00,77.50,17.00,9800.00,0.87
3489.00,18.00,153.40,32.00,2700.00,0.68
9930.00,8.00,91.30,31.00,7700.00,0.70
17461.00,2.00,19.00,17.00,13500.00,0.67
1966.00,24.00,180.10,21.00,1500.00,0.63
